0.000231	0
0.000240974	0
0.000251378	0
0.000262232	0
0.000273554	0
0.000285365	0
0.000297686	0
0.00031054	0
0.000323948	0
0.000337935	0
0.000352525	0
0.000367746	0
0.000383624	0
0.000400188	0
0.000417467	0
0.000435491	0
0.000454295	0
0.00047391	0
0.000494371	0
0.000515717	0
0.000537983	0
0.000561212	0
0.000585443	0
0.000610721	0
0.000637089	0
0.000664597	0
0.000693292	0
0.000723226	0
0.000754452	0
0.000787027	0
0.000821008	0
0.000856457	0
0.000893435	0
0.000932011	0
0.000972252	0
0.00101423	0
0.00105802	0
0.0011037	0.000278949
0.00115136	0.00303995
0.00120107	0.00932269
0.00125293	0.0193006
0.00130702	0.0325406
0.00136346	0.048225
0.00142233	0.0653358
0.00148374	0.0828027
0.0015478	0.099617
0.00161463	0.114913
0.00168434	0.128019
0.00175707	0.138487
0.00183293	0.146094
0.00191207	0.150833
0.00199463	0.152882
0.00208075	0.152567
0.00217059	0.150324
0.00226431	0.146647
0.00236208	0.142045
0.00246406	0.137003
0.00257045	0.131946
0.00268144	0.127206
0.00279721	0.123013
0.00291799	0.119478
0.00304397	0.116595
0.0031754	0.114254
0.00331251	0.112255
0.00345553	0.110333
0.00360473	0.108189
0.00376037	0.105517
0.00392273	0.102042
0.0040921	0.097544
0.00426878	0.0918883
0.00445309	0.0850455
0.00464536	0.0771043
0.00484593	0.0682772
0.00505516	0.0588964
0.00527343	0.0494016
0.00550112	0.0403182
0.00573864	0.0322294
0.00598641	0.0257415
0.00624488	0.0214459
0.00651452	0.0198788
0.00679579	0.0214824
0.00708921	0.0265689
0.0073953	0.0352904
0.0077146	0.0476165
0.0080477	0.0633216
0.00839517	0.0819828
0.00875765	0.10299
0.00913577	0.125565
0.00953022	0.148797
0.0099417	0.171682
0.010371	0.193171
0.0108187	0.212228
0.0112859	0.227885
0.0117731	0.239297
0.0122815	0.245796
0.0128117	0.246938
0.0133649	0.242534
0.013942	0.232674
0.0145439	0.217732
0.0151719	0.198361
0.0158269	0.175461
0.0165103	0.150137
0.0172232	0.12364
0.0179668	0.097293
0.0187425	0.0723999
0.0195518	0.0501549
0.020396	0.0315394
0.0212766	0.0172211
0.0221952	0.00745472
0.0231536	0.00199169
0.0241533	0
0.0251961	0
0.026284	0
0.0274189	0
0.0286027	0.000879527
0.0298377	0.00416408
0.031126	0.0107172
0.0324699	0.020803
0.0338718	0.0341664
0.0353343	0.0501294
0.0368599	0.0676979
0.0384514	0.0856756
0.0401116	0.10278
0.0418435	0.117753
0.0436501	0.129469
0.0455348	0.137021
0.0475008	0.139798
0.0495518	0.137536
0.0516913	0.130347
0.0539231	0.118719
0.0562513	0.103491
0.0586801	0.085797
0.0612137	0.0669838
0.0638567	0.0484995
0.0666138	0.0317589
0.06949	0.0179849
0.0724903	0.00803227
0.0756202	0.00219455
0.0788852	0
0.0822912	0
0.0858443	0
0.0895507	0
0.0934172	0
0.0974507	0
0.101658	0
0.106048	0
0.110626	0
0.115403	0
0.120385	0
0.125583	0
0.131006	0
0.136662	0
0.142563	0
0.148718	0
0.155139	0
0.161837	0
0.168825	0
0.176114	0
0.183718	0
0.191651	0
0.199926	0
0.208558	0
0.217562	0
0.226956	0
0.236755	0
0.246978	0
0.257641	0
0.268765	0
0.28037	0
0.292475	0
0.305103	0
0.318277	0
0.332019	0
0.346354	0
0.361309	0
0.376909	0
0.393182	6.34176e-005
0.410159	0.000535669
0.427868	0.00153767
0.446342	0.00302948
0.465613	0.00486572
0.485717	0.00684309
0.506689	0.00873955
0.528566	0.0103458
0.551387	0.0114893
0.575194	0.0120516
0.600029	0.011978
0.625937	0.0112816
0.652962	0.0100408
0.681155	0.00839055
0.710565	0.00650855
0.741245	0.00459645
0.773249	0.0028564
0.806636	0.00146282
0.841464	0.000530846
0.877795	8.09377e-005
0.915695	0
0.955232	0
0.996476	0
1.0395	0
