7.25e-005	2.47534	0.197859
0.000145	3.17313	0.0911282
0.0002175	3.05272	0.131864
0.00029	3.01818	0.176528
0.0003625	2.99209	-0.0186791
0.000435	2.97129	0.0530813
0.0005075	2.82969	0.0571811
0.00058	3.11363	0.109319
0.0006525	2.91971	0.0214638
0.000725	2.88422	0.00336089
0.0007975	2.93097	0.0937001
0.00087	2.88932	0.00450068
0.0009425	2.89998	0.0960715
0.001015	2.878	0.0979836
0.0010875	2.85662	0.206351
0.00116	2.89078	0.101699
0.0012325	2.84242	0.131718
0.001305	2.81928	0.134749
0.0013775	2.9211	0.188916
0.00145	2.82934	0.152543
0.0015225	2.81177	0.100322
0.001595	2.79985	0.238724
0.0016675	2.75565	0.215527
0.00174	2.90028	0.119005
0.0018125	2.81603	0.130482
0.001885	2.82559	0.17255
0.0019575	2.90931	0.0778684
0.00203	2.72862	0.15271
0.0021025	2.74869	0.135772
0.002175	2.75773	0.0961425
0.0022475	2.71337	0.189868
0.00232	2.76924	0.215218
0.0023925	2.77523	0.17422
0.002465	2.66436	0.191237
0.0025375	2.69835	0.255791
0.00261	2.78282	0.0831247
0.0026825	2.76078	0.174286
0.002755	2.70055	0.0645459
0.0028275	2.71504	0.101683
0.0029	2.67724	0.0665081
0.0029725	2.63157	0.159064
0.003045	2.65159	0.205895
0.0031175	2.74566	0.117978
0.00319	2.59693	0.142051
0.0032625	2.53413	0.109544
0.003335	2.68224	0.208267
0.0034075	2.60992	0.100029
0.00348	2.6198	0.0869532
0.0035525	2.54245	0.130703
0.003625	2.62432	0.175217
0.0036975	2.64999	0.199742
0.00377	2.58354	0.117126
0.0038425	2.62613	0.129267
0.003915	2.58671	0.122387
0.0039875	2.44691	0.142811
0.00406	2.55449	0.0920134
0.0041325	2.57242	0.0967729
0.004205	2.57802	0.184206
0.0042775	2.58945	0.120287
0.00435	2.50799	0.0322354
0.0044225	2.52936	0.100781
0.004495	2.46094	0.128282
0.0045675	2.54243	0.130728
0.00464	2.49835	0.272408
0.0047125	2.48989	0.139291
0.004785	2.53713	0.103749
0.0048575	2.51225	0.0897755
0.00493	2.45048	0.0450318
0.0050025	2.47443	0.125326
0.005075	2.52848	0.104518
0.0051475	2.42836	0.112329
0.00522	2.47992	0.206142
0.0052925	2.48198	0.129175
0.005365	2.43255	0.112179
0.0054375	2.48739	0.124608
0.00551	2.53322	0.142264
0.0055825	2.39147	0.118512
0.005655	2.36837	0.108772
0.0057275	2.43489	0.120708
0.0058	2.42629	0.00660072
0.0058725	2.45219	0.0822981
0.005945	2.49717	0.218679
0.0060175	2.35769	0.136782
0.00609	2.30638	0.133045
0.0061625	2.3877	0.0393078
0.006235	2.3977	0.141867
0.0063075	2.35598	0.0858427
0.00638	2.38565	0.108317
0.0064525	2.31472	0.11713
0.006525	2.29258	0.137104
0.0065975	2.40192	0.153077
0.00667	2.30602	0.140803
0.0067425	2.2492	0.0591225
0.006815	2.38237	0.139366
0.0068875	2.27907	0.222287
0.00696	2.38805	0.00842519
0.0070325	2.21423	0.0634144
0.007105	2.24085	0.124691
0.0071775	2.30911	0.127752
0.00725	2.26981	0.0591893
0.0073225	2.31322	0.0900803
0.007395	2.27626	0.0952532
0.0074675	2.29597	0.14165
0.00754	2.26258	0.151712
0.0076125	2.17727	-0.014003
0.007685	2.26531	0.0600536
0.0077575	2.20231	0.146163
0.00783	2.23252	0.124278
0.0079025	2.2948	0.0681781
0.007975	2.2089	0.13801
0.0080475	2.10647	0.079075
0.00812	2.23049	0.168228
0.0081925	2.16653	0.152059
0.008265	2.27909	0.0871453
0.0083375	2.20195	0.0979711
0.00841	2.08755	0.197445
0.0084825	2.16361	0.153841
0.008555	2.19061	0.10056
0.0086275	2.21347	0.148021
0.0087	2.31111	0.143074
0.0087725	2.14373	0.210238
0.008845	2.22992	0.132352
0.0089175	2.0226	0.168337
0.00899	2.13125	0.104914
0.0090625	2.1747	0.109469
0.009135	2.2218	0.171042
0.0092075	2.1303	0.0326445
0.00928	2.06936	0.128015
0.0093525	2.18492	0.0621619
0.009425	2.05767	0.112934
0.0094975	2.17162	0.127635
0.00957	2.10472	0.190949
0.0096425	2.08784	0.121819
0.009715	2.17836	0.13148
0.0097875	2.01761	0.167757
0.00986	2.07559	0.0978166
0.0099325	2.05152	0.102071
0.010005	2.11056	0.161882
0.0100775	2.12025	0.0845192
0.01015	1.93799	0.12485
0.0102225	2.07348	0.0982133
0.010295	2.03655	0.0817345
0.0103675	2.05702	0.0936124
0.01044	1.96812	0.175004
0.0105125	1.96524	0.0144372
