0.2	0.000349378	1.67397e-005
0.4	0.000433663	8.1763e-005
0.6	0.000295526	7.80358e-005
0.8	0.000224955	3.411e-005
1	0.00028077	1.03543e-005
1.2	0.000137174	3.28329e-005
1.4	0.000162775	-4.52599e-005
1.6	0.000165935	-3.30722e-005
1.8	0.000142482	2.55052e-005
2	0.000136433	-3.34688e-005
2.2	0.000153936	4.79089e-006
2.4	0.000135006	-2.96988e-005
2.6	0.000136762	1.12046e-005
2.8	0.000125712	3.31733e-005
3	7.95071e-005	-8.08547e-006
3.2	0.000106817	-3.32799e-006
3.4	8.70328e-005	-6.2056e-006
3.6	8.27256e-005	-3.88997e-005
3.8	6.86147e-005	2.22547e-006
4	7.38916e-005	-5.98724e-006
4.2	8.74046e-005	6.90139e-006
4.4	6.40657e-005	-1.13953e-005
4.6	2.98921e-005	-1.28777e-005
4.8	5.93556e-005	1.3192e-005
5	5.84112e-005	1.23066e-005
5.2	6.14865e-005	-3.73367e-005
5.4	4.52657e-005	3.10041e-006
5.6	4.86764e-005	1.20066e-005
5.8	6.92718e-005	-4.49042e-006
6	5.02596e-005	-2.09024e-005
6.2	5.31579e-006	-3.47763e-006
6.4	2.82022e-005	-1.19917e-005
6.6	2.3633e-005	9.95086e-006
6.8	3.29859e-005	2.33048e-005
7	5.56022e-005	-3.29738e-006
7.2	3.54682e-005	3.45921e-006
7.4	2.87687e-005	-9.67184e-006
7.6	4.93927e-005	-9.81175e-006
7.8	2.25409e-005	-1.15054e-006
8	1.97166e-005	-3.75369e-006
8.2	1.81159e-005	1.11709e-005
8.4	3.16924e-005	1.74125e-005
8.6	3.864e-005	1.01508e-005
8.8	4.19736e-005	1.28307e-005
9	2.2192e-005	-4.50002e-005
9.2	1.39315e-005	-1.2888e-005
9.4	3.84968e-006	-1.40828e-005
9.6	2.19441e-005	-4.47902e-006
9.8	3.73765e-005	-2.63545e-005
10	2.52716e-005	1.14693e-005
10.2	1.59275e-005	1.2912e-006
10.4	1.64367e-005	1.96147e-005
10.6	2.58852e-005	-6.38453e-006
10.8	2.58574e-005	-1.22677e-005
11	2.25563e-006	1.96508e-006
11.2	6.02458e-007	1.18921e-005
11.4	2.97037e-005	5.98559e-007
11.6	2.93699e-005	-5.37052e-006
11.8	2.6831e-005	-6.31985e-006
12	3.76209e-005	-7.87103e-006
12.2	3.69835e-005	-1.34642e-006
12.4	6.14207e-006	-2.77164e-005
12.6	-8.9555e-006	-3.40619e-006
12.8	1.3197e-005	2.62519e-005
13	2.76023e-005	-1.62809e-006
13.2	1.76974e-005	1.88237e-005
13.4	4.51559e-005	-2.81051e-005
13.6	1.62781e-005	-9.17901e-006
13.8	1.63678e-005	2.85429e-006
14	1.28996e-005	-3.05689e-006
14.2	2.51818e-005	9.83017e-006
14.4	-1.60899e-006	-8.42465e-006
14.6	1.26563e-005	1.49167e-005
14.8	3.13932e-005	1.5056e-005
15	5.28331e-005	6.72763e-007
15.2	1.47441e-005	2.60187e-006
15.4	7.18263e-006	-2.02866e-005
15.6	4.37971e-006	-3.53705e-005
15.8	8.32698e-006	2.88148e-005
16	1.0265e-005	-1.99523e-005
16.2	4.14907e-005	1.03679e-005
16.4	3.15741e-005	2.21159e-005
16.6	2.92983e-005	-6.61576e-006
16.8	1.66241e-005	-1.78674e-005
17	5.00495e-006	-4.67527e-006
17.2	2.59e-005	4.48385e-006
17.4	2.50994e-005	1.74915e-005
17.6	1.03328e-005	2.49131e-006
17.8	1.43407e-005	1.13275e-006
18	5.1565e-005	-1.49508e-005
18.2	1.71034e-007	9.97276e-007
18.4	1.04758e-006	-1.01005e-005
18.6	1.94423e-005	6.40199e-006
18.8	8.7738e-006	-1.3742e-005
19	-1.17837e-005	-1.39128e-006
19.2	9.06035e-006	8.05062e-006
19.4	9.19901e-006	1.09902e-005
19.6	6.42983e-006	-1.83988e-006
19.8	-1.0463e-005	-5.74255e-006
20	1.01495e-005	4.44065e-006
