!# time[s]	real	imag	abs
0.0172095	5.16626	0.16069	5.16876
0.0174405	5.21565	0.210648	5.21991
0.0176715	5.03081	0.0499268	5.03106
0.0179025	4.96805	-0.0623474	4.96844
0.0181335	4.96869	-0.052948	4.96897
0.0183645	5.01117	-0.0148621	5.01119
0.0185955	5.1348	-0.0532227	5.13507
0.0188265	5.15073	0.152725	5.15299
0.0190575	4.71013	0.0573731	4.71048
0.0192885	4.81389	0.094162	4.81481
0.0195195	4.85042	0.025177	4.85048
0.0197505	4.76607	0.068634	4.76656
0.0199815	4.75542	-0.0361176	4.75556
0.0202125	4.83096	0.0436401	4.83116
0.0204435	4.60462	-0.103439	4.60578
0.0206745	4.62801	-0.0355377	4.62814
0.0209055	4.74066	-0.0613709	4.74106
0.0211365	4.67421	-0.0102539	4.67422
0.0213675	4.45268	-0.0594788	4.45308
0.0215985	4.65559	-0.0607453	4.65599
0.0218295	4.50444	-0.079834	4.50515
0.0220605	4.52139	0.0215607	4.52145
0.0222915	4.66098	0.101868	4.66209
0.0225225	4.6462	-0.0189514	4.64623
0.0227535	4.40267	-0.0106964	4.40268
0.0229845	4.46001	0.235703	4.46623
0.0232155	4.146	-0.185654	4.15015
0.0234465	4.26961	0.0551453	4.26996
0.0236775	4.46225	-0.114975	4.46373
0.0239085	4.31947	0.00776671	4.31948
0.0241395	4.33473	0.0509186	4.33503
0.0243705	4.28897	0.130966	4.29097
0.0246015	4.08284	-0.0238647	4.08291
0.0248325	4.09117	-0.0155945	4.0912
0.0250635	3.98581	0.0544891	3.98618
0.0252945	4.14742	-0.0323639	4.14754
0.0255255	4.14247	0.0847016	4.14334
0.0257565	4.13573	0.0193024	4.13577
0.0259875	3.98026	0.02034	3.98031
0.0262185	3.92894	0.0260773	3.92903
0.0264495	4.12203	0.0745239	4.1227
0.0266805	3.89916	0.0305786	3.89928
0.0269115	3.82883	-0.0570221	3.82925
0.0271425	3.96886	0.114471	3.97051
0.0273735	3.84219	-0.0492554	3.84251
0.0276045	3.9404	-0.0153656	3.94043
0.0278355	3.89005	0.321884	3.90334
0.0280665	3.71756	0.125	3.71966
0.0282975	3.83952	0.0409393	3.83974
0.0285285	3.91031	-0.00865174	3.91032
0.0287595	3.75562	-0.147659	3.75852
0.0289905	3.6355	-0.131821	3.63789
0.0292215	3.88226	-0.0211334	3.88232
0.0294525	3.71019	0.0649567	3.71076
0.0296835	3.72762	0.0639496	3.72816
0.0299145	3.66142	0.171188	3.66542
0.0301455	3.61476	0.0120087	3.61478
0.0303765	3.53452	-0.0500031	3.53487
0.0306075	3.83519	-0.0492096	3.83551
0.0308385	3.63084	-0.145355	3.63375
0.0310695	3.50877	0.0381317	3.50898
0.0313005	3.63309	0.100708	3.63448
0.0315315	3.58008	0.0571289	3.58053
0.0317625	3.32971	-0.0316162	3.32986
0.0319935	3.65926	-0.0324097	3.6594
0.0322245	3.47365	0.0935364	3.47491
0.0324555	3.56427	0.11293	3.56606
0.0326865	3.53622	0.244858	3.54469
0.0329175	3.48209	-0.0695191	3.48278
0.0331485	3.35005	0.0997467	3.35154
0.0333795	3.35683	0.141159	3.35979
0.0336105	3.40125	0.0837708	3.40228
0.0338415	3.26105	0.070343	3.26181
0.0340725	3.4752	-0.107986	3.47688
0.0343035	3.27887	-0.0217285	3.27894
0.0345345	3.28912	0.0243836	3.28921
0.0347655	3.41913	0.0249329	3.41922
0.0349965	3.31329	-0.0258026	3.31339
0.0352275	3.07384	0.0050354	3.07384
0.0354585	3.20358	-0.167557	3.20796
0.0356895	3.02522	-0.118881	3.02756
0.0359205	3.204	-0.0525513	3.20443
0.0361515	3.09862	0.0101929	3.09863
0.0363825	3.1712	0.163559	3.17542
0.0366135	3.3662	0.112045	3.36806
0.0368445	3.12828	0.202408	3.13482
0.0370755	3.01433	-0.163513	3.01876
0.0373065	2.99834	-0.167908	3.00304
0.0375375	3.16516	-0.0772705	3.1661
0.0377685	3.04233	0.0119476	3.04235
0.0379995	3.04518	-0.0522919	3.04563
0.0382305	3.0612	-0.100555	3.06285
0.0384615	2.99092	0.0612793	2.99155
0.0386925	2.92133	0.0627441	2.922
0.0389235	2.88437	0.0223389	2.88446
0.0391545	2.98052	0.0436249	2.98083
0.0393855	3.08632	0.135361	3.08929
0.0396165	3.02664	0.0348969	3.02684
0.0398475	2.90675	-0.0225678	2.90684
0.0400785	2.93448	-0.00683594	2.93449
0.0403095	2.82088	-0.0518189	2.82135
0.0405405	2.86012	0.0397797	2.8604
0.0407715	2.92931	0.0830994	2.93049
0.0410025	2.63747	-0.148285	2.64163
0.0412335	2.91788	-0.0486908	2.91828
0.0414645	2.91678	0.0457764	2.91714
0.0416955	2.91956	0.0214691	2.91964
0.0419265	2.80795	-0.00358581	2.80796
0.0421575	2.89632	0.0918427	2.89777
0.0423885	2.57112	-0.174561	2.57704
0.0426195	2.73817	-0.106354	2.74024
0.0428505	2.75414	-0.00691223	2.75414
0.0430815	3.02101	-0.0192566	3.02107
0.0433125	2.83125	0.201798	2.83844
0.0435435	2.85716	-0.00740051	2.85717
0.0437745	2.54123	0.0233154	2.54134
0.0440055	2.60257	-0.0462647	2.60298
0.0442365	2.68169	-0.0105743	2.68171
0.0444675	2.85017	-0.0992737	2.8519
0.0446985	2.7365	0.0419006	2.73682
0.0449295	2.73108	0.0205231	2.73116
0.0451605	2.58173	0.0665894	2.58259
0.0453915	2.62299	0.00614929	2.62299
0.0456225	2.6228	-0.0527649	2.62333
0.0458535	2.47154	-0.0252533	2.47167
0.0460845	2.69312	0.120682	2.69582
0.0463155	2.6517	0.104584	2.65376
0.0465465	2.44676	0.0877686	2.44834
0.0467775	2.67973	0.0099945	2.67975
0.0470085	2.46245	0.118027	2.46528
0.0472395	2.50011	0.0363312	2.50037
0.0474705	2.56447	-0.0743103	2.56555
0.0477015	2.53618	-0.0310059	2.53637
0.0479325	2.43843	0.101852	2.44056
0.0481635	2.44981	-0.0425873	2.45018
0.0483945	2.29369	-0.00488281	2.29369
0.0486255	2.50647	0.0797272	2.50774
0.0488565	2.44479	0.0714874	2.44584
0.0490875	2.44818	0.0640411	2.44902
0.0493185	2.33344	-0.0666962	2.33439
0.0495495	2.34488	0.000289923	2.34488
0.0497805	2.40828	0.022049	2.40838
0.0500115	2.44922	-0.0878906	2.4508
0.0502425	2.49599	0.0398712	2.49631
0.0504735	2.36946	0.00740051	2.36947
0.0507045	2.37096	-0.0929871	2.37278
0.0509355	2.2112	-0.02005	2.21129
0.0511665	2.28113	-0.129181	2.28478
0.0513975	2.54791	-0.0690003	2.54885
0.0516285	2.28244	0.102692	2.28475
0.0518595	2.4552	0.0648651	2.45606
0.0520905	2.43828	0.048996	2.43877
0.0523215	2.36533	0.0733032	2.36646
0.0525525	2.2283	0.01091	2.22833
0.0527835	2.23148	-0.221481	2.24244
0.0530145	2.37643	-0.027298	2.37659
0.0532455	2.28186	-0.0490112	2.28239
0.0534765	2.23468	-0.100433	2.23694
0.0537075	2.23364	0.130875	2.23747
0.0539385	2.18005	0.00650024	2.18006
0.0541695	2.23181	0.0946045	2.23382
0.0544005	2.265	-0.0302124	2.2652
0.0546315	2.27368	-0.172653	2.28023
0.0548625	2.28407	-0.06427	2.28498
0.0550935	2.16093	0.0644837	2.1619
0.0553245	2.16356	0.00428772	2.16356
0.0555555	2.14995	-0.00384522	2.14995
0.0557865	2.21719	0.0883789	2.21895
0.0560175	2.13849	0.158722	2.14437
0.0562485	2.1873	0.0526428	2.18794
0.0564795	2.18407	-0.142868	2.18874
0.0567105	2.12471	0.00044251	2.12471
0.0569415	2.11115	0.0748444	2.11247
0.0571725	2.11623	0.192993	2.12501
0.0574035	2.04451	0.0283966	2.04471
0.0576345	2.05502	-0.0449524	2.05552
0.0578655	2.08832	0.0808563	2.08988
0.0580965	2.01521	-0.037674	2.01557
0.0583275	2.2618	0.0156708	2.26185
0.0585585	2.02084	-0.00650025	2.02085
0.0587895	2.07588	-0.00724793	2.0759
0.0590205	1.99982	0.0093689	1.99984
0.0592515	1.99823	0.114365	2.0015
0.0594825	1.94641	0.0311432	1.94666
0.0597135	2.00806	0.122055	2.01176
0.0599445	2.04324	-0.119827	2.04675
0.0601755	2.00365	0.102737	2.00628
0.0604065	2.05374	-0.0354004	2.05405
0.0606375	2.13779	0.0498962	2.13837
0.0608685	2.01775	-0.00337219	2.01775
0.0610995	1.97913	0.04982	1.97975
0.0613305	1.94145	0.0397491	1.94186
0.0615615	1.98062	0.0656586	1.98171
0.0617925	1.9169	-0.0134583	1.91695
0.0620235	1.92293	-0.0126953	1.92297
0.0622545	1.95183	0.142777	1.95704
0.0624855	1.95714	-0.0201569	1.95724
0.0627165	1.99883	0.18367	2.00725
0.0629475	2.03288	0.0794373	2.03443
0.0631785	1.84488	0.0283508	1.8451
0.0634095	2.03162	0.138779	2.03635
0.0636405	1.95146	0.06427	1.95252
0.0638715	1.91986	-0.0266113	1.92005
0.0641025	1.84311	0.0875092	1.84519
0.0643335	1.95752	0.0531006	1.95824
0.0645645	1.91545	0.0531921	1.91619
0.0647955	1.83083	0.0908356	1.83308
0.0650265	1.91653	0.0963135	1.91895
0.0652575	1.8548	-0.0941162	1.85718
0.0654885	1.92552	0.0523834	1.92623
0.0657195	1.86469	0.182373	1.87358
0.0659505	1.71399	0.085495	1.71612
0.0661815	1.78386	-0.0235291	1.78401
0.0664125	1.79103	0.0325317	1.79133
0.0666435	1.9119	-0.00289917	1.9119
0.0668745	2.03354	-0.074173	2.03489
0.0671055	1.84512	-0.103806	1.84804
0.0673365	1.82146	-0.056427	1.82233
0.0675675	1.71954	0.109818	1.72305
0.0677985	1.75752	0.0851135	1.75958
0.0680295	1.6928	0.0183716	1.69289
0.0682605	1.47774	0.137192	1.48409
0.0684915	1.73291	-0.0104828	1.73294
0.0687225	1.66298	-0.0649262	1.66425
0.0689535	1.63203	-0.0456085	1.63267
0.0691845	1.67726	-0.0539703	1.67813
0.0694155	1.74271	0.00505066	1.74271
0.0696465	1.66904	0.128708	1.67399
0.0698775	1.62135	0.00463867	1.62136
0.0701085	1.64815	-0.0571747	1.64914
0.0703395	1.7668	0.0169525	1.76688
0.0705705	1.65573	0.0371857	1.65615
0.0708015	1.76059	0.0474548	1.76123
0.0710325	1.71553	-0.00505066	1.71554
0.0712635	1.6394	-0.0253296	1.6396
0.0714945	1.62782	0.0405579	1.62833
0.0717255	1.74381	-0.088852	1.74607
0.0719565	1.64125	-0.0507965	1.64204
0.0721875	1.82318	0.00231934	1.82318
0.0724185	1.65735	-0.0504456	1.65812
0.0726495	1.69278	-0.219605	1.70696
0.0728805	1.64671	0.0835114	1.64883
0.0731115	1.62695	-0.00604248	1.62696
0.0733425	1.71713	0.0638123	1.71832
0.0735735	1.62282	-0.176743	1.63241
0.0738045	1.62767	-0.0575409	1.62869
0.0740355	1.5784	-0.0834351	1.5806
0.0742665	1.44331	0.12677	1.44887
0.0744975	1.70534	-0.0205231	1.70546
0.0747285	1.53462	-0.0656586	1.53603
0.0749595	1.59476	0.0125275	1.59481
0.0751905	1.69241	-0.0780945	1.69421
0.0754215	1.52974	-0.000808719	1.52974
0.0756525	1.56541	-0.0583191	1.5665
0.0758835	1.58008	0.136902	1.586
0.0761145	1.66051	-0.121124	1.66492
0.0763455	1.61707	0.0928345	1.61973
0.0765765	1.63747	-0.00228882	1.63747
0.0768075	1.50667	-0.0330963	1.50703
0.0770385	1.32077	-0.0336456	1.3212
0.0772695	1.39549	-0.00584411	1.39551
0.0775005	1.57591	0.0405579	1.57643
0.0777315	1.63744	0.146362	1.64396
0.0779625	1.53954	-0.0653534	1.54092
0.0781935	1.58075	-0.136093	1.5866
0.0784245	1.44687	-0.179611	1.45797
0.0786555	1.5432	-0.0157166	1.54328
0.0788865	1.55707	0.0318909	1.55739
0.0791175	1.69255	-0.03508	1.69291
0.0793485	1.48753	0.0318451	1.48787
0.0795795	1.52083	0.0393677	1.52134
0.0798105	1.51332	0.0636902	1.51466
0.0800415	1.45902	-0.0251007	1.45923
0.0802725	1.43039	-0.122864	1.43566
0.0805035	1.43405	0.0182343	1.43417
0.0807345	1.71855	0.000106803	1.71855
0.0809655	1.49507	-0.095932	1.49815
0.0811965	1.55193	0.141861	1.5584
0.0814275	1.39882	0.0235443	1.39902
0.0816585	1.39664	-0.118774	1.40168
0.0818895	1.45073	0.0880432	1.4534
0.0821205	1.38622	-0.00410461	1.38622
0.0823515	1.32681	0.00170899	1.32681
0.0825825	1.43887	0.00509644	1.43888
0.0828135	1.39641	0.142715	1.40368
0.0830445	1.4483	-0.10762	1.4523
0.0832755	1.24985	0.0145416	1.24993
0.0835065	1.43454	-0.0504913	1.43543
0.0837375	1.34084	-0.0937195	1.34411
0.0839685	1.50424	-0.0111389	1.50428
0.0841995	1.48846	-0.106079	1.49224
0.0844305	1.38342	-0.130646	1.38958
0.0846615	1.37318	0.013443	1.37325
0.0848925	1.40826	0.158585	1.41717
0.0851235	1.47258	-0.029068	1.47287
0.0853545	1.39238	-0.0154877	1.39247
0.0855855	1.37862	0.0429688	1.37929
0.0858165	1.3438	-0.0672608	1.34548
0.0860475	1.54463	0.150497	1.55195
0.0862785	1.26025	0.0188446	1.2604
0.0865095	1.42003	-0.070282	1.42177
0.0867405	1.30954	0.0236969	1.30975
0.0869715	1.23409	0.0420837	1.2348
0.0872025	1.46407	0.0913086	1.46691
0.0874335	1.51054	-0.0560303	1.51158
0.0876645	1.29427	0.025238	1.29451
0.0878955	1.2339	0.0525513	1.23502
0.0881265	1.28133	-0.123444	1.28726
0.0883575	1.3336	0.032486	1.334
0.0885885	1.3255	-0.0826416	1.32807
0.0888195	1.37425	0.038208	1.37478
0.0890505	1.3867	-0.0646973	1.38821
0.0892815	1.36444	-0.139236	1.37153
0.0895125	1.11708	-0.0716095	1.11937
0.0897435	1.26776	-0.0213165	1.26794
0.0899745	1.33035	0.0812531	1.33283
0.0902055	1.33424	0.0115509	1.33429
0.0904365	1.32443	0.144241	1.33226
0.0906675	1.16977	-0.0285492	1.17012
0.0908985	1.19403	-0.0740967	1.19633
0.0911295	1.23084	-0.116257	1.23631
0.0913605	1.29178	0.10881	1.29635
0.0915915	1.36839	0.0348969	1.36884
0.0918225	1.48222	-0.00448608	1.48223
0.0920535	1.23271	0.0506439	1.23375
0.0922845	1.26622	0.0583649	1.26756
0.0925155	1.34807	-0.0538178	1.34914
0.0927465	1.05757	-0.00805665	1.0576
0.0929775	1.2787	0.0799255	1.2812
0.0932085	1.18034	-0.0369415	1.18092
0.0934395	1.22121	-0.00230408	1.22121
0.0936705	1.2372	-0.00183106	1.2372
0.0939015	1.10732	0.0697479	1.10951
0.0941325	1.15558	-0.0301209	1.15597
0.0943635	1.33017	-0.0588074	1.33147
0.0945945	1.17009	0.148804	1.17951
0.0948255	1.30084	-0.0513306	1.30185
0.0950565	1.1575	-0.0535584	1.15874
0.0952875	1.05858	0.0802155	1.06161
0.0955185	1.03664	0.158417	1.04867
0.0957495	1.02354	-0.015976	1.02367
0.0959805	1.19302	0.114334	1.19849
0.0962115	1.08298	0.0838318	1.08622
0.0964425	1.21791	0.00480652	1.21792
0.0966735	1.22289	0.0363617	1.22343
0.0969045	1.13031	0.0774384	1.13296
0.0971355	1.22365	0.113617	1.22891
0.0973665	1.20706	-0.0457764	1.20793
0.0975975	1.12972	-0.0268097	1.13003
0.0978285	1.36375	-0.163132	1.37348
0.0980595	1.17293	0.0394135	1.17359
0.0982905	1.25073	0.0716553	1.25278
0.0985215	1.11838	0.140305	1.12714
0.0987525	1.21127	-0.0103912	1.21132
0.0989835	1.1917	0.0113678	1.19175
0.0992145	1.05939	0.0908203	1.06327
0.0994455	1.08067	0.0439758	1.08157
0.0996765	1.16899	-0.133484	1.17659
0.0999075	1.11917	-0.195374	1.1361
0.100138	1.11531	0.11969	1.12171
0.100369	1.144	0.010437	1.14404
0.1006	1.17806	-0.0348206	1.17857
0.100831	1.15604	-0.204315	1.17395
0.101062	1.18658	0.136185	1.19437
0.101293	1.16487	-0.0804901	1.16765
0.101524	1.09241	-0.0269623	1.09274
0.101755	1.08008	0.0643006	1.08199
0.101986	1.2014	0.113678	1.20677
0.102217	1.23434	0.116989	1.23988
0.102448	1.19426	-0.0218964	1.19446
0.102679	0.951874	0.0938568	0.95649
0.10291	1.14502	-0.0981598	1.14922
0.103141	1.09583	0.00460815	1.09584
0.103372	1.13423	0.00331115	1.13424
0.103603	1.10869	0.020462	1.10888
0.103834	1.09587	0.131836	1.10377
0.104065	1.10468	-0.0429382	1.10551
0.104296	1.11415	-0.119614	1.12055
0.104527	0.885086	0.0631409	0.887335
0.104758	1.04199	0.10994	1.04778
0.104989	1.05521	-0.0521088	1.05649
0.10522	1.13377	-0.00854493	1.13381
0.105451	1.03741	0.0762634	1.04021
0.105682	1.04213	0.0511932	1.04339
0.105913	0.983338	0.111664	0.989657
0.106144	1.05447	0.171326	1.0683
0.106375	0.994293	0.0110931	0.994355
0.106606	0.945862	0.204025	0.967616
0.106837	1.12857	0.0736847	1.13097
0.107068	0.968857	-0.105927	0.97463
0.107299	0.985108	0.0925293	0.989444
0.10753	1.06396	0.100021	1.06866
0.107761	0.965439	0.0486756	0.966665
0.107992	0.868164	-0.134445	0.878513
0.108223	0.937729	-0.104965	0.943585
0.108454	1.0305	0.102417	1.03558
0.108685	1.10205	0.0451203	1.10297
0.108916	0.98877	-0.0249634	0.989085
0.109147	0.984436	-0.0103912	0.984491
0.109378	1.02423	0.000793454	1.02423
0.109609	0.909714	-0.0823517	0.913434
0.10984	0.735336	0.0252228	0.735769
0.110071	0.806503	0.0533905	0.808269
0.110302	0.954758	0.0209808	0.954988
0.110533	1.0715	0.0559692	1.07296
0.110764	1.02423	-0.0414581	1.02507
0.110995	1.04955	-0.00915528	1.04959
0.111226	0.959	0.039032	0.959794
0.111457	1.0446	-0.0425263	1.04547
0.111688	0.804108	-0.0628204	0.806558
0.111919	1.06216	0.0591126	1.06381
0.11215	0.8918	-0.178986	0.909584
0.112381	1.07193	-0.0710449	1.07428
0.112612	0.896881	0.0416718	0.897849
0.112843	0.894898	0.165939	0.910152
0.113074	0.920105	0.0351715	0.920777
0.113305	0.846726	0.0805206	0.850546
0.113536	0.974655	-0.0474854	0.975811
0.113767	0.98111	-0.00758362	0.981139
0.113998	0.858109	0.083725	0.862183
0.114229	1.11465	0.0821839	1.11768
0.11446	0.874634	-0.0195923	0.874853
0.114691	0.939728	-0.0563507	0.941416
0.114922	1.084	-0.0833588	1.0872
0.115153	1.10873	0.0132904	1.10881
0.115384	1.05821	0.119888	1.06498
0.115615	0.933334	-0.0610504	0.935329
0.115846	0.987518	0.114502	0.994134
0.116077	1.1105	0.00482178	1.11051
0.116308	0.898605	0.0131683	0.898702
0.116539	1.06468	0.147064	1.07479
0.11677	0.908661	0.0655518	0.911022
0.117001	0.794693	0.0463867	0.796046
0.117232	0.973374	-0.00920105	0.973417
0.117463	0.886032	-0.0886078	0.890452
0.117694	0.928284	-0.122559	0.936339
0.117925	0.920807	0.0109558	0.920872
0.118156	0.98848	-0.287293	1.02938
0.118387	0.850739	-0.193237	0.872409
0.118618	1.06775	-0.123886	1.07491
0.118849	0.790207	0.0110321	0.790284
0.11908	0.930786	-0.0999909	0.936142
0.119311	0.810944	0.00836182	0.810987
0.119542	0.920487	0.0751038	0.923545
0.119773	0.925385	-0.075058	0.928424
0.120004	0.858841	0.0332489	0.859484
0.120235	0.872101	-0.0176392	0.872279
0.120466	0.902756	0.108719	0.909279
0.120697	0.969299	-0.114746	0.976068
0.120928	0.907196	-0.00933838	0.907244
0.121159	0.846222	0.0436096	0.847345
0.12139	0.863648	-0.03862	0.864511
0.121621	0.928314	0.0466919	0.929488
0.121852	0.732605	0.0424194	0.733832
0.122083	0.937302	0.193359	0.957038
0.122314	0.805069	-0.0823975	0.809275
0.122545	0.996781	-0.0292053	0.997208
0.122776	0.878052	0.00469971	0.878064
0.123007	0.879273	-0.0153656	0.879407
0.123238	0.816681	0.102127	0.823042
0.123469	0.883759	0.0877686	0.888106
0.1237	0.850815	-0.131805	0.860964
0.123931	0.851227	0.000732418	0.851227
0.124162	0.810669	0.00154112	0.81067
0.124393	0.808655	-0.00328064	0.808662
0.124624	0.895691	0.150009	0.908166
0.124855	0.676819	-0.0317688	0.677564
0.125087	0.841843	-0.0726166	0.844969
0.125317	0.822067	0.0633545	0.824505
0.125548	0.79242	0.0500488	0.793998
0.125779	0.813736	-0.177292	0.832826
0.12601	0.899674	-0.0116425	0.899749
0.126241	0.87291	-0.00349426	0.872917
0.126472	0.826737	0.0107727	0.826807
0.126703	0.826706	0.0197144	0.826941
0.126934	0.766357	0.0465088	0.767767
0.127165	0.803513	-0.0468903	0.80488
0.127396	0.709335	-0.0235901	0.709728
0.127627	0.753235	-0.0342713	0.754014
0.127858	0.715546	0.0752106	0.719488
0.128089	0.82135	-0.130951	0.831724
0.12832	0.646378	0.0137634	0.646524
0.128551	0.941498	0.0119781	0.941574
0.128782	0.807037	-0.11113	0.814653
0.129013	0.777847	0.0439148	0.779086
0.129244	0.698303	-0.124344	0.709288
0.129475	0.906098	-0.0480804	0.907372
0.129706	0.818863	0.0308533	0.819444
0.129937	0.870865	0.0782623	0.874375
0.130168	0.654648	0.124924	0.666461
0.130399	0.744904	-0.224518	0.778004
0.13063	0.78096	0.0326843	0.781644
0.130861	0.702194	0.0685578	0.705533
0.131092	0.802582	0.0756683	0.806141
0.131323	0.703262	0.0119324	0.703364
0.131554	0.764176	0.0727692	0.767632
0.131785	0.656662	0.126297	0.668697
0.132016	0.784393	0.06633	0.787193
0.132247	0.833633	0.106445	0.840402
0.132478	0.842545	-0.1026	0.848769
0.132709	0.81987	0.0590515	0.821994
0.13294	0.849716	0.0716858	0.852735
0.133171	0.794083	0.0475159	0.795503
0.133402	0.728333	-0.0149536	0.728486
0.133633	0.747971	-0.0155487	0.748132
0.133864	0.770599	0.00102234	0.7706
0.134095	0.621842	0.0583344	0.624572
0.134326	0.782166	0.0334168	0.782879
0.134557	0.699982	-0.0138245	0.700118
0.134788	0.759949	0.0127411	0.760056
0.135019	0.588654	-0.0135193	0.588809
0.13525	0.706528	0.0105591	0.706607
0.135481	0.644058	-0.198105	0.673837
0.135712	0.855682	0.0740204	0.858878
0.135943	0.767517	0.0110474	0.767597
0.136174	0.73201	-0.0158234	0.732181
0.136405	0.690643	-0.0605011	0.693288
0.136636	0.724487	0.0959778	0.730817
0.136867	0.807892	-0.0595703	0.810085
0.137098	0.770691	0.0829315	0.77514
0.137329	0.716629	0.0595093	0.719096
0.13756	0.623474	-0.121582	0.635218
0.137791	0.900437	0.0263672	0.900823
0.138022	0.697693	-0.0429077	0.699011
0.138253	0.724411	-0.0442658	0.725762
0.138484	0.629486	0.121124	0.641034
0.138715	0.597016	-0.016037	0.597231
0.138946	0.737045	0.0740051	0.740751
0.139177	0.647583	0.178314	0.671684
0.139408	0.831986	0.0289764	0.83249
0.139639	0.729004	0.0499115	0.730711
0.13987	0.812866	-0.0512085	0.814478
0.140101	0.85202	-0.0286865	0.852503
0.140332	0.775482	0.138611	0.787773
0.140563	0.624313	0.196732	0.654577
0.140794	0.721558	0.143326	0.735655
0.141025	0.697846	-0.0195007	0.698118
0.141256	0.643219	-0.0609283	0.646098
0.141487	0.734833	-0.119568	0.744497
0.141718	0.763107	-0.0259247	0.763548
0.141949	0.57193	-0.037735	0.573174
0.14218	0.504273	0.0580444	0.507602
0.142411	0.781723	0.0821991	0.786033
0.142642	0.701203	-0.0415649	0.702433
0.142873	0.692963	0.105316	0.70092
0.143104	0.67865	0.107346	0.687087
0.143335	0.748627	-0.059906	0.75102
0.143566	0.782318	0.0603638	0.784644
0.143797	0.682694	0.04982	0.684509
0.144028	0.594284	0.0328827	0.595193
0.144259	0.550339	0.0270233	0.551002
0.14449	0.789642	-0.016098	0.789807
0.144721	0.567047	0.0749054	0.571973
0.144952	0.779511	-0.0279846	0.780013
0.145183	0.62529	0.0342102	0.626225
0.145414	0.735657	0.0940247	0.741641
0.145645	0.71106	-0.136368	0.724018
0.145876	0.658783	-0.133774	0.672228
0.146107	0.458054	-0.121491	0.473891
0.146338	0.83934	-0.0367584	0.840145
0.146569	0.623596	-0.0927124	0.630451
0.1468	0.578751	0.1017	0.587618
0.147031	0.652817	-0.0136566	0.65296
0.147262	0.76117	0.0531159	0.763021
0.147493	0.535431	-0.0193634	0.535781
0.147724	0.772553	-0.0231628	0.7729
0.147955	0.580231	-0.000900273	0.580232
0.148186	0.493683	0.0664063	0.498129
0.148417	0.658341	0.0851135	0.66382
0.148648	0.588959	-0.0170441	0.589205
0.148879	0.752396	0.0968781	0.758607
0.14911	0.586487	0.078125	0.591668
0.149341	0.573105	-0.104065	0.582476
0.149572	0.779984	-0.0581665	0.782149
0.149803	0.542969	-0.0821839	0.549153
0.150034	0.70958	-0.0440216	0.710944
0.150265	0.713883	0.164413	0.732571
0.150496	0.56929	-0.00564575	0.569318
0.150727	0.696411	-0.0158234	0.696591
0.150958	0.715988	0.0463257	0.717485
0.151189	0.540039	-0.0250702	0.540621
0.15142	0.597016	0.0737152	0.601549
0.151651	0.624649	-0.0653076	0.628054
0.151882	0.688706	-0.0547791	0.690881
0.152113	0.581802	-0.0116882	0.58192
0.152344	0.606201	-0.021347	0.606577
0.152575	0.622833	0.131454	0.636555
0.152806	0.508698	0.145569	0.529116
0.153037	0.672165	0.0271149	0.672712
0.153268	0.575562	-0.00889589	0.57563
0.153499	0.806824	-0.0419006	0.807911
0.15373	0.590805	-0.0107422	0.590903
0.153961	0.59697	-0.0975037	0.60488
0.154192	0.649826	-0.0851288	0.655378
0.154423	0.693085	0.0623169	0.695881
0.154654	0.56282	-0.00775148	0.562874
0.154885	0.74704	-0.024292	0.747435
0.155116	0.67273	-0.0263519	0.673246
0.155347	0.636063	-0.0483856	0.6379
0.155578	0.684296	0.0399933	0.685463
0.155809	0.579407	0.0662079	0.583177
0.15604	0.417465	0.012619	0.417656
0.156271	0.466995	0.0682831	0.471961
0.156502	0.523697	0.13681	0.541272
0.156733	0.563278	-0.0243836	0.563806
0.156964	0.52031	0.099289	0.529698
0.157195	0.726914	-0.041214	0.728081
0.157426	0.525421	0.0373993	0.526751
0.157657	0.702332	-0.00946044	0.702395
0.157888	0.544296	0.00845336	0.544362
0.158119	0.558594	0.0283508	0.559313
0.15835	0.563782	-0.122421	0.57692
0.158581	0.590592	0.0392609	0.591895
0.158812	0.706452	0.0477753	0.708065
0.159043	0.626709	-0.0748139	0.631159
0.159274	0.571915	0.00248718	0.57192
0.159505	0.592606	0.0834656	0.598455
0.159736	0.385605	0.113571	0.401982
0.159967	0.681763	0.11792	0.691886
0.160198	0.722809	-0.181427	0.745231
0.160429	0.560608	0.0825958	0.56666
0.16066	0.603607	-0.158066	0.62396
0.160891	0.64148	0.00511169	0.6415
0.161122	0.537232	-0.00294494	0.53724
0.161353	0.463287	0.0455475	0.465521
0.161584	0.584473	0.0593567	0.587479
0.161815	0.599823	0.0131226	0.599967
0.162046	0.606018	-0.00462341	0.606036
0.162277	0.595871	-0.101685	0.604485
0.162508	0.619431	-0.0690308	0.623265
0.162739	0.577423	0.0848389	0.583623
0.16297	0.492859	0.0742798	0.498425
0.163201	0.591477	0.0870056	0.597842
0.163432	0.416565	-0.0644684	0.421524
0.163663	0.626709	0.0201416	0.627033
0.163894	0.549789	0.137634	0.566755
0.164125	0.564011	-0.00360107	0.564022
0.164356	0.472565	0.0158844	0.472832
0.164587	0.606476	0.0615387	0.60959
0.164818	0.555664	-0.173904	0.582242
0.165049	0.552704	0.00872803	0.552773
0.16528	0.59964	-0.013382	0.599789
0.165511	0.455124	0.00689697	0.455176
0.165742	0.526062	-0.103333	0.536115
0.165973	0.675034	0.016922	0.675246
