0.00016	16.1302	0.134531	16.1307
0.00048	16.9485	0.71832	16.9637
0.0008	15.0388	-0.0424316	15.0388
0.00112	14.7705	0.141582	14.7711
0.00144	14.3019	0.146045	14.3027
0.00176	13.9315	0.0612207	13.9316
0.00208	13.7505	0.289453	13.7536
0.0024	13.4162	0.294092	13.4194
0.00272	13.1365	0.0782129	13.1368
0.00304	12.9053	0.147422	12.9061
0.00336	12.6886	-0.0184863	12.6886
0.00368	12.4517	0.152344	12.4526
0.004	12.2534	0.270137	12.2563
0.00432	12.102	-0.0449023	12.1021
0.00464	11.9562	0.256631	11.9589
0.00496	11.6308	-0.0415039	11.6309
0.00528	11.5452	0.344248	11.5503
0.0056	11.5156	0.290781	11.5193
0.00592	11.2388	0.18085	11.2403
0.00624	11.2892	0.0852149	11.2895
0.00656	10.9103	0.321055	10.915
0.00688	10.8295	0.0314551	10.8296
0.0072	10.6498	0.206914	10.6518
0.00752	10.6417	0.0840723	10.642
0.00784	10.4458	0.326533	10.4509
0.00816	10.4072	-0.0787207	10.4075
0.00848	10.1847	0.26418	10.1881
0.0088	10.0327	0.110234	10.0333
0.00912	10.1841	0.355215	10.1903
0.00944	9.98409	-0.0671289	9.98432
0.00976	9.8879	0.134414	9.88881
0.01008	9.64416	0.159395	9.64548
0.0104	9.68101	0.127705	9.68185
0.01072	9.44157	0.163379	9.44299
0.01104	9.37947	0.0830957	9.37984
0.01136	9.33698	-0.013291	9.33699
0.01168	9.39078	0.282852	9.39504
0.012	9.22198	0.0957324	9.22248
0.01232	9.25847	0.146572	9.25963
0.01264	9.04216	0.157676	9.04353
0.01296	8.98748	0.0489453	8.98761
0.01328	8.92373	0.213096	8.92628
0.0136	8.81813	0.0732813	8.81843
0.01392	8.86972	0.197568	8.87192
0.01424	8.60627	0.0677442	8.60654
0.01456	8.64108	0.0920703	8.64157
0.01488	8.53012	0.107305	8.53079
0.0152	8.42204	0.115244	8.42283
0.01552	8.46886	0.0641406	8.4691
0.01584	8.37251	0.139668	8.37368
0.01616	8.30147	0.0750977	8.3018
0.01648	8.23505	0.17582	8.23693
0.0168	8.0558	0.203428	8.05837
0.01712	8.24536	0.19418	8.24765
0.01744	8.12807	0.0994336	8.12868
0.01776	7.94463	0.174316	7.94654
0.01808	7.82999	0.0791504	7.83039
0.0184	8.01627	0.206934	8.01894
0.01872	7.76071	0.0843359	7.76117
0.01904	7.76767	0.00916993	7.76767
0.01936	7.6773	0.0702441	7.67762
0.01968	7.83081	0.0802246	7.83122
0.02	7.5523	0.0897266	7.55283
0.02032	7.53245	-0.00697266	7.53245
0.02064	7.40059	0.100488	7.40127
0.02096	7.54372	0.0416797	7.54384
0.02128	7.24272	-0.0434082	7.24285
0.0216	7.39902	0.0754102	7.39941
0.02192	7.22382	0.0772754	7.22423
0.02224	7.28394	0.131133	7.28512
0.02256	7.18866	0.0280371	7.18872
0.02288	7.21542	0.103223	7.21616
0.0232	7.28195	-0.00314452	7.28195
0.02352	7.12592	0.113193	7.12682
0.02384	7.17018	0.0116406	7.17019
0.02416	7.02992	0.0547754	7.03014
0.02448	6.94475	0.151631	6.9464
0.0248	6.90534	-0.00508789	6.90534
0.02512	6.80352	0.125859	6.80468
0.02544	7.0074	-0.0693359	7.00775
0.02576	6.83451	0.134492	6.83584
0.02608	6.79018	-0.0255078	6.79022
0.0264	6.73365	0.183164	6.73614
0.02672	6.70304	0.16542	6.70508
0.02704	6.63285	0.145742	6.63445
0.02736	6.54712	0.167793	6.54927
0.02768	6.54607	0.106982	6.54695
0.028	6.56778	0.218857	6.57143
0.02832	6.55879	0.109014	6.5597
0.02864	6.54985	-0.000703124	6.54985
0.02896	6.40205	0.0787305	6.40254
0.02928	6.41713	0.182939	6.41974
0.0296	6.39961	0.078584	6.40009
0.02992	6.31283	0.15043	6.31462
0.03024	6.42121	0.136084	6.42265
0.03056	6.19168	0.0432227	6.19183
0.03088	6.13923	0.100723	6.14006
0.0312	6.27965	0.153652	6.28153
0.03152	6.00654	0.0689649	6.00694
0.03184	6.17945	0.165918	6.18168
0.03216	6.04779	0.106182	6.04873
0.03248	6.07442	0.0299121	6.0745
0.0328	5.94392	0.0434668	5.94408
0.03312	5.92298	0.0224219	5.92302
0.03344	5.92371	0.0605371	5.92402
0.03376	5.90273	0.0769922	5.90323
0.03408	5.85729	0.12207	5.85856
0.0344	5.88135	0.100586	5.88221
0.03472	5.86129	0.0450684	5.86146
0.03504	5.83489	0.173027	5.83746
0.03536	5.95151	0.0338477	5.95161
0.03568	5.63047	0.0404492	5.63061
0.036	5.65478	0.0249707	5.65483
0.03632	5.67562	0.079209	5.67617
0.03664	5.6622	0.0199805	5.66223
0.03696	5.62401	0.0836523	5.62464
0.03728	5.48246	0.260811	5.48866
0.0376	5.50132	0.122773	5.50269
0.03792	5.56968	-0.0434863	5.56985
0.03824	5.39808	0.0505078	5.39831
0.03856	5.43892	0.0786133	5.43949
0.03888	5.2725	0.19585	5.27614
0.0392	5.40332	0.163467	5.40579
0.03952	5.31357	0.104111	5.31459
0.03984	5.37516	0.211484	5.37932
0.04016	5.27769	-0.0246582	5.27774
0.04048	5.2057	0.0633008	5.20609
0.0408	5.37381	0.0775586	5.37437
0.04112	5.23887	0.108291	5.23999
0.04144	5.14401	0.0340723	5.14413
0.04176	5.17469	0.141816	5.17663
0.04208	5.21791	0.0674902	5.21835
0.0424	5.19942	0.159941	5.20188
0.04272	5.19104	0.044375	5.19123
0.04304	5.13673	-0.0139746	5.13675
0.04336	5.01775	0.0689356	5.01823
0.04368	5.19977	-0.070625	5.20025
0.044	4.99916	-0.0789649	4.99978
0.04432	5.22676	0.165225	5.22937
0.04464	5.03901	0.011709	5.03903
0.04496	5.00102	-0.00273438	5.00102
0.04528	4.86538	0.0409766	4.86555
0.0456	4.97235	0.119316	4.97379
0.04592	4.81127	0.131992	4.81308
0.04624	4.90548	0.115127	4.90683
0.04656	4.84432	0.0185547	4.84435
0.04688	4.83519	0.229844	4.84065
0.0472	4.78819	-0.0436621	4.78839
0.04752	4.61429	0.107295	4.61553
0.04784	4.74319	0.114092	4.74457
0.04816	4.74299	0.115977	4.74441
0.04848	4.68568	0.114326	4.68708
0.0488	4.78657	0.184365	4.79012
0.04912	4.75331	-0.0149121	4.75333
0.04944	4.68744	0.101436	4.68854
0.04976	4.62157	-0.0226367	4.62163
0.05008	4.69973	0.0302832	4.69982
0.0504	4.61586	0.0197168	4.6159
0.05072	4.56839	0.218262	4.5736
0.05104	4.53836	0.0527442	4.53867
0.05136	4.65945	0.0554102	4.65978
0.05168	4.39168	0.142441	4.39399
0.052	4.50422	0.169922	4.50742
0.05232	4.4953	0.0612305	4.49572
0.05264	4.40031	0.143389	4.40265
0.05296	4.44032	0.0903418	4.44124
0.05328	4.38894	0.0355176	4.38908
0.0536	4.36382	0.151641	4.36645
0.05392	4.36498	0.143506	4.36734
0.05424	4.29288	0.0182813	4.29292
0.05456	4.28422	0.115352	4.28577
0.05488	4.25467	-0.0218555	4.25472
0.0552	4.24086	0.0864356	4.24174
0.05552	4.31807	0.0433399	4.31828
0.05584	4.20704	0.103467	4.20831
0.05616	4.32527	0.0922949	4.32626
0.05648	4.20922	0.105088	4.21053
0.0568	4.26938	0.199355	4.27403
0.05712	4.18832	0.156807	4.19126
0.05744	4.30964	-0.042959	4.30985
0.05776	4.13164	0.0888965	4.1326
0.05808	4.27674	0.0608301	4.27717
0.0584	4.10036	0.11916	4.10209
0.05872	4.02868	0.170693	4.0323
0.05904	4.22194	-0.0568555	4.22233
0.05936	4.17771	0.0611524	4.17815
0.05968	3.97455	-0.048125	3.97484
0.06	3.95916	0.0284961	3.95926
0.06032	3.98586	0.0648438	3.98639
0.06064	3.96837	-0.0331348	3.96851
0.06096	4.01042	0.15542	4.01343
0.06128	3.82795	0.0536524	3.82833
0.0616	3.95184	0.0833887	3.95272
0.06192	3.89639	0.103584	3.89776
0.06224	3.91144	0.0682422	3.91203
0.06256	3.91355	0.0636914	3.91407
0.06288	4.0929	-0.0474219	4.09318
0.0632	3.85496	-0.0408496	3.85518
0.06352	4.08055	0.0308203	4.08066
0.06384	3.7027	-0.0675098	3.70331
0.06416	3.91013	0.0578711	3.91056
0.06448	3.64278	-0.091416	3.64393
0.0648	3.81624	0.0422363	3.81647
0.06512	3.74958	0.185469	3.75416
0.06544	3.78026	0.0334375	3.78041
0.06576	3.78573	-0.0178613	3.78577
0.06608	3.72431	0.0783496	3.72513
0.0664	3.86476	0.109209	3.8663
0.06672	3.84268	0.129521	3.84486
0.06704	3.70715	0.024043	3.70723
0.06736	3.63108	0.188223	3.63596
0.06768	3.73524	0.0211426	3.7353
0.068	3.59689	0.139961	3.59962
0.06832	3.7281	0.0468262	3.72839
0.06864	3.52268	0.15498	3.52608
0.06896	3.6331	0.132793	3.63552
0.06928	3.75438	0.0458984	3.75467
0.0696	3.52793	0.183184	3.53268
0.06992	3.59027	0.211455	3.5965
0.07024	3.57571	0.0728418	3.57646
0.07056	3.594	0.0886719	3.5951
0.07088	3.70423	0.11582	3.70604
0.0712	3.56894	0.147285	3.57197
