0.00032	0.0301513
0.000334674	0.0326422
0.000350022	0.0351299
0.000366073	0.0376085
0.00038286	0.0400683
0.000400418	0.042497
0.00041878	0.0448784
0.000437984	0.0471935
0.000458069	0.0494199
0.000479075	0.0515317
0.000501045	0.0535002
0.000524022	0.0552934
0.000548052	0.0568766
0.000573185	0.0582126
0.00059947	0.0592624
0.00062696	0.0599854
0.000655711	0.0603408
0.000685781	0.0602881
0.000717229	0.0597891
0.00075012	0.0588095
0.000784519	0.0573206
0.000820495	0.0553022
0.000858121	0.0527454
0.000897473	0.0496553
0.000938629	0.0460545
0.000981673	0.0419862
0.00102669	0.0375169
0.00107377	0.0327385
0.00112301	0.0277695
0.00117451	0.0227535
0.00122837	0.0178564
0.0012847	0.013259
0.00134362	0.00914612
0.00140523	0.0056905
0.00146967	0.00302997
0.00153707	0.00123811
0.00160756	0.000286714
0.00168127	0
0.00175837	0
0.00183901	0
0.00192334	0
0.00201154	0
0.00210379	0
0.00220026	0
0.00230116	0
0.00240669	0
0.00251706	0
0.00263248	0
0.0027532	0
0.00287946	0
0.0030115	0
0.00314961	0
0.00329404	0.00272867
0.0034451	0.010371
0.00360308	0.0241432
0.00376831	0.0443789
0.00394112	0.0706374
0.00412185	0.101832
0.00431087	0.136372
0.00450856	0.172322
0.00471531	0.207559
0.00493154	0.239932
0.00515769	0.267421
0.00539421	0.288271
0.00564158	0.301118
0.00590029	0.305086
0.00617087	0.299847
0.00645385	0.285659
0.00674981	0.263358
0.00705934	0.234315
0.00738307	0.200354
0.00772164	0.163636
0.00807574	0.126507
0.00844607	0.0913163
0.0088334	0.0602189
0.00923847	0.0349545
0.00966213	0.0166236
0.0101052	0.00546282
0.0105686	0.000628994
0.0110533	0
0.0115602	0
0.0120903	0
0.0126447	0
0.0132246	0
0.013831	0
0.0144653	0
0.0151286	0
0.0158224	0.00179364
0.016548	0.0085271
0.0173068	0.0220168
0.0181005	0.0429335
0.0189305	0.0710019
0.0197987	0.105206
0.0207066	0.143995
0.0216561	0.18548
0.0226492	0.227615
0.0236879	0.268356
0.0247742	0.305799
0.0259103	0.338282
0.0270984	0.364465
0.0283411	0.383377
0.0296408	0.394431
0.031	0.397423
0.0324216	0.392505
0.0339084	0.380144
0.0354634	0.361071
0.0370897	0.336223
0.0387905	0.306686
0.0405694	0.27364
0.0424298	0.238314
0.0443755	0.201941
0.0464105	0.165726
0.0485388	0.130821
0.0507647	0.098305
0.0530926	0.0691657
0.0555274	0.0442832
0.0580737	0.0244118
0.0607369	0.010157
0.0635221	0.00194733
0.0664351	0
0.0694817	0.00428159
0.072668	0.0153011
0.0760004	0.0332335
0.0794856	0.0578837
0.0831307	0.08866
0.0869428	0.124564
0.0909299	0.164199
0.0950997	0.205809
0.0994608	0.247338
0.104022	0.286529
0.108792	0.321036
0.113781	0.348582
0.118999	0.367115
0.124456	0.374986
0.130163	0.371121
0.136132	0.355172
0.142375	0.327644
0.148904	0.289956
0.155732	0.244449
0.162874	0.19429
0.170343	0.143279
0.178154	0.0955273
0.186324	0.0549924
0.194869	0.0248697
0.203805	0.00681475
0.213151	0
0.222926	0
0.233148	0
0.24384	0
0.255022	0
0.266717	0
0.278948	0
0.29174	0
0.305119	0
0.319111	0
0.333744	0
0.349049	0
0.365056	0
0.381797	0
0.399305	0
0.417616	0
0.436767	0
0.456796	0
0.477744	0
0.499652	0
0.522565	0
0.546529	0
0.571592	0
0.597804	0
0.625218	0
0.653889	0
0.683875	0
0.715236	0
0.748035	0
0.782339	0
0.818215	0
0.855736	0
0.894979	0
0.936021	0
0.978944	0
1.02384	0
1.07079	0
1.11989	0
1.17125	0
1.22496	0
1.28113	0
1.33988	0
1.40133	0
1.46559	0
1.5328	0
1.60309	0
1.6766	0
1.75349	0
1.8339	0
1.918	0
2.00595	0.000348723
2.09794	0.00819451
2.19415	0.0248793
2.29477	0.0481439
2.4	0.0743179
